"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"67106",45704,51,"N","Hispanic",0,0,0,1,1,1,1,0,0,-1,0,1,-2,-2,-2,-2,-1,2,-3,0,0,0,50,100,0,5,1,1,0,0,-1.75428986549377,"",-1,-1,0,15,20,-2,-2,-2,-2,-2,-2,1,-1,-1,8,40,6,50,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,50,50,6,35,50,-2,-2,-2,-2,-2,-2,-2,-2,0,"I had trouble with both the audio and video",0,1,-0.682037174701691,-1,-2,50,2,31,-2,-2,-2,-2,-2,-2,-2,-2,0,1,0,-1,0,"Recycling",1,0,-0.319236665964127,0,"Against",NA,NA,NA,2,"No",0,39,"june20_19674","june20_7",-1.75428986549377,1,-2.20896130192122,-1.940303318255,-2.12035744877195,-0.5,-1,-1.37406380726985,-1.30883732249572,FALSE,-0.524377193784166
"67107",45636,72,"D","Caucasian",0,0,1,0,1,0,1,1,0,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,100,0,0,70,100,0,0,1,1,1,3,-1.20189130306244,"",1,0,100,25,50,-1,0,-1,-1,-2,-1,1,-1,-1,100,30,30,50,50,-2,-1,-1,-1,1,-1,1,-1,1,1,0,0,60,40,30,50,50,-2,-1,-1,-2,-1,-1,-1,-1,-2,"Yes, I could see and hear the ad",-2,1,0.395118415355682,-1,-1,80,40,50,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,3,1,"Recycling",1,0,-0.0309407524764538,0,"In Favor",NA,NA,NA,0,"No",1,5,"june20_19691","june20_282",-0.144750148057938,0,-1.31195147192679,-2.20418503402838,-1.39938884076168,-1.5,0.5,-1.37406380726985,0.117830386681824,FALSE,-0.217406569286751
"67109",48883,69,"R","Hispanic",0,0,0,1,1,1,1,0,1,0,3,2,-2,-2,-2,-2,-2,2,-3,0,0,0,0,50,-2,1,1,1,0,-3,-1.76522779464722,"",0,-2,50,0,0,-2,-2,-2,-2,-2,-2,1,2,-2,0,50,0,81,100,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,0,50,0,90,100,-2,-2,-2,-2,-2,-2,-2,0,-2,"Yes, I could see and hear the ad",-3,1,0.0744263604283333,-2,-2,50,0,50,-2,-2,-2,-2,0,-1,-1,0,-1,1,0,1,0,"Trans-Equality",1,0,-0.157329455018044,1,"",10,NA,10,10,"No",0,55,"june20_19718","june20_251",-1.44235742092133,0,-2.32793264988181,-2.20418503402838,-2.25798156033038,1.5,-1,-1.37406380726985,-1.30883732249572,TRUE,-0.661719094128014
"67116",41504,64,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,2,-1,0,1,1,0,0,0,1,5,67,50,92,76,0,1,1,1,0,-2,0.149943590164185,"",3,2,50,85,100,0,0,1,0,0,0,1,2,2,0,50,60,80,80,1,0,0,1,1,0,0,1,1,1,2,2,0,61,50,50,64,0,0,0,0,1,1,0,0,-1,"",0,1,-0.815450549125671,2,1,50,50,50,0,-1,0,0,1,1,0,0,0,1,1,2,1,"Recycling",1,0,-0.434812486171722,0,"",NA,NA,NA,2,"Yes",0,7,"june20_19830","june20_150",0.149943590164185,0,0.556551802151305,0.168221142251428,0.4080798041537,2,2.5,1.04143583876196,0.559228919758662,FALSE,-0.0751172950001272
"67120",4814,47,"D","Hispanic",0,0,0,1,1,1,0,1,0,3,3,0,0,0,0,0,0,0,2,50,56,50,6,50,0,1,1,1,0,3,0.187822327017784,"",2,3,50,50,50,0,0,0,0,0,0,1,3,3,50,50,50,50,50,0,0,0,0,1,1,0,1,0,1,2,2,50,50,50,50,50,-1,-1,0,-1,1,1,-1,1,0,"",0,1,0.389281779527664,3,3,92,79,50,0,0,0,0,0,0,0,0,0,1,0,0,0,"Recycling",1,1,-6.6307687118794e-10,0,"In Favor",NA,NA,NA,3,"No",0,55,"june20_19944","june20_155",0.187822327017784,0,0.160466882658202,-0.0845401336505679,-0.0961481004795024,3,2.5,0.547622133241092,0.559228919758662,FALSE,-0.711163432619103
"67128",48256,41,"R","Caucasian",0,0,1,0,0,0,0,0,1,0,0,2,-2,-2,-2,-2,-2,2,-3,0,17,16,90,50,-1,2.12372183799744,1,1,0,0,-1.74844121932983,"",-1,0,50,50,50,-2,-2,-2,-2,-1,0,1,0,0,0,26,23,84,100,-2,-1,-2,-1,-2,-1,-2,0,-2,1,0,-1,50,34,30,75,50,-2,-1,-2,-2,-2,-1,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,0.412926644086838,-1,-3,12,13,50,-2,-2,2,-2,-1,-1,-2,-2,-2,1,0,1,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",NA,NA,NA,4,"No",0,49,"june20_201","june20_8",-1.74844121932983,0,-1.33452369237966,-2.01998969728041,-1.13476076414663,0,-0.5,-1.37406380726985,-1.30883732249572,FALSE,0.539491166410956
"67129",36700,38,"D","African American",1,1,0,0,1,1,1,1,0,0,0,1,-2,-2,-2,-2,-2,2,-3,100,0,0,50,75,0,3,1,1,0,3,-1.6454895734787,"",2,2,50,75,70,-2,-2,2,-2,-2,-2,1,1,1,100,18,10,30,50,-2,-2,-2,-1,-2,-2,-2,-2,-1,1,-2,2,50,22,10,34,50,-2,-2,-2,-2,-1,-2,-2,0,-2,"Yes, I could see and hear the ad",-3,1,-0.747058808803558,1,1,50,50,50,-2,-1,-2,-2,-2,-1,-2,0,-1,1,0,2,0,"Trans-Equality",1,0,-0.685355365276337,1,"",5,9,10,7,"No",0,38,"june20_20108","june20_10",-1.6454895734787,0,-0.475384865397714,-2.20418503402838,-0.837441091884102,0,2,-1.37406380726985,-1.30883732249572,TRUE,0.975084500410198
"67131",48071,43,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,0,0,0,2,0,0,0,3,81,79,77,70,63,1,4,1,1,1,2,0.75571209192276,"",3,3,28,99,50,1,1,1,1,1,1,1,3,3,100,30,78,87,100,0,0,0,0,2,1,0,2,2,1,3,3,50,18,78,50,89,2,0,2,0,1,1,1,1,1,"Yes, I could see and hear the ad",2,1,0.811846792697906,3,3,89,100,50,0,0,0,0,2,0,0,2,0,1,0,3,1,"Trans-Equality",1,0,-0.126335710287094,1,"",10,10,10,6,"No",0,39,"june20_20116","june20_319",1.33331644535065,0,1.27609103486457,0.731812048915631,1.20496720793942,3,3,0.547622133241092,1.49326204088585,TRUE,0.230081505654786
"67132",15927,43,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,-1,2,0,2,2,2,-2,3,81,100,100,60,100,2,0,1,1,1,3,1.90497863292694,"",3,3,91,99,58,1,1,-2,2,2,2,1,3,3,96,60,50,50,50,1,1,1,1,1,1,2,1,1,1,3,3,85,57,97,50,50,1,1,2,1,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,-1.33121073246002,3,3,97,96,45,1,0,2,1,2,2,2,2,2,1,0,2,0,"Trans-Equality",1,0,-0.824837386608124,1,"",10,10,10,10,"No",0,49,"june20_20129","june20_243",1.90497863292694,0,1.33965021380804,2.03510476672724,1.32409050794669,3,3,1.48168066271029,1.49326204088585,TRUE,-0.623602115493401
"67133",20483,30,"R","Hispanic",0,0,0,1,1,1,0,0,1,1,1,1,0,-1,0,0,0,0,1,62,72,71,100,88,0,1,1,1,0,-2,0.166024148464203,"",2,2,50,50,50,1,0,0,1,1,1,1,2,2,71,88,84,50,100,0,0,1,0,1,1,1,1,1,1,2,2,79,73,89,50,88,1,1,1,1,1,1,1,1,1,"Yes, I could see and hear the ad",2,1,-0.0656389817595482,2,2,74,92,33,1,1,1,1,1,1,1,1,1,1,0,2,1,"Recycling",1,0,0.937765896320343,0,"Undecided",NA,NA,NA,1,"No",0,39,"june20_20130","june20_300",0.30683758854866,0,0.530084306019316,0.157216245831149,0.572290132518353,1,2,0.0538084277202204,1.0006274528355,FALSE,0.371993071502619
"67137",49760,36,"D","Hispanic",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,70,60,50,60,70,0,2,1,1,1,2,0.132037237286568,"",2,2,80,65,70,0,0,1,1,1,0,1,2,2,85,85,80,85,85,0,0,0,0,1,0,0,0,-1,1,2,2,50,75,75,80,80,0,0,0,0,1,0,0,0,-1,"Yes, I could see and hear the ad",2,1,0.215721309185028,2,3,50,80,50,0,0,1,0,1,1,1,1,-1,1,1,3,1,"Trans-Equality",1,0,-0.560478985309601,1,"",10,8,9,16,"No",0,39,"june20_20191","june20_146",0.132037237286568,0,0.622520374165824,-0.0845401336505679,0.671944348090865,0,2,0.547622133241092,0.559228919758662,TRUE,0.418115558532655
"67142",42932,61,"N","Caucasian",1,0,1,0,1,1,1,0,0,2,2,0,1,0,1,1,1,-1,2,92,98,100,100,100,2,1,1,1,0,2,1.21344816684723,"",2,2,100,82,92,1,1,1,1,1,1,1,2,2,95,11,93,96,50,1,1,1,1,1,1,1,1,1,1,2,2,98,50,89,50,96,1,1,1,1,1,1,1,1,1,"Yes, I could see and hear the ad",2,1,0.320885241031647,2,2,50,100,50,1,1,1,1,1,2,2,1,2,1,1,2,1,"Trans-Equality",1,0,-0.348531663417816,1,"",NA,NA,NA,NA,"",NA,NA,"june20_20250","june20_216",1.21344816684723,1,0.911191666068724,1.26308753020705,1.04899321483987,2,2,1.01465139797569,1.49326204088585,FALSE,-0.11731132464826
"67150",62204,80,"R","Caucasian",0,0,1,0,1,0,1,0,1,2,1,2,-2,-2,-2,-2,-2,-1,-3,18,50,50,17,100,-2,5,1,1,0,-3,-0.892855226993561,"",3,3,21,50,20,-2,-2,-1,-2,-2,-2,1,3,3,9,61,50,70,73,-2,-2,-2,-2,-2,-1,0,2,-2,1,2,3,21,61,40,67,78,-2,-2,-2,-2,2,-2,-2,-1,-2,"Yes, I could see and hear the ad",-2,1,0.344534903764725,3,1,23,50,50,-2,-2,-2,-2,-1,-1,-1,-1,-2,1,0,1,0,"Trans-Equality",1,0,0.0088026337325573,1,"",10,10,10,0,"No",1,5,"june20_2036","june20_45",-0.892855226993561,0,-0.851960854537247,-1.62857460669096,-1.61612954413874,1.5,3,-1.37406380726985,-1.30883732249572,TRUE,-0.285858119146657
"67151",67439,37,"D","Hispanic",1,0,0,1,1,1,0,1,0,2,3,-1,1,0,1,1,0,-1,3,100,100,100,100,100,2,0,1,1,1,3,1.29693460464478,"",3,3,100,100,59,1,-1,1,2,-1,1,1,2,3,50,0,95,50,50,0,0,2,0,-2,0,1,0,0,1,2,1,50,0,100,55,100,0,0,1,0,1,0,1,1,0,"Yes, I could see and hear the ad",0,1,0.397980272769928,2,2,100,100,50,1,0,1,1,2,0,2,2,0,1,1,3,1,"Trans-Equality",1,0,-0.932784795761108,1,"",10,10,NA,0,"No",1,5,"june20_20361","june20_220",1.29693460464478,0,1.11350446605145,0.999205814433673,0.994533476988168,2.5,3,1.01465139797569,0.50799286478515,TRUE,-0.41580385946873
"67154",51514,47,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,-1,-2,-2,1,0,1,0,-1,30,84,74,10,100,-1,3,1,1,0,-3,0.0843445435166359,"",3,3,50,50,25,-1,-2,0,0,1,0,1,3,3,50,100,100,100,100,-2,-1,0,-2,-1,1,0,1,-1,1,2,2,50,99,50,50,50,-1,-2,0,-1,0,0,1,-1,1,"Yes, I could see and hear the ad",-1,1,0.941890001296997,3,3,19,100,50,-2,-2,0,-1,0,1,2,-1,0,1,0,-3,0,"Recycling",1,0,0.296609729528427,0,"Against",NA,NA,NA,4,"No",0,49,"june20_20383","june20_303",0.495276898145676,0,0.442773043970041,0.708395863146765,0.126175909877239,2.5,3,-1.37406380726985,-0.867438789418877,FALSE,-0.165201680929314
"67161",32208,55,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,0,-1,0,1,0,0,-1,0,0,61,50,40,50,50,1,0,1,1,0,1,-0.309119910001755,"",0,0,50,50,35,0,1,0,1,0,1,1,1,1,50,9,50,68,84,0,1,0,0,0,0,0,1,0,1,1,0,61,3,50,50,50,0,0,0,1,0,0,0,0,-1,"Yes, I could see and hear the ad",0,1,-0.549863040447235,1,0,62,50,50,0,0,0,0,0,0,0,0,-1,1,0,2,0,"Recycling",1,0,-0.389075130224228,0,"Against",NA,NA,NA,1,"No",0,39,"june20_2072","june20_93",-0.309119910001755,1,-0.113483585558728,-0.463543934891428,0.349966122161612,0,0,1.04143583876196,1.05186350780901,FALSE,0.451221127090505
"67175",32813,51,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-2,0,2,2,2,2,-2,1,0,50,50,0,100,0,4,1,1,0,-3,0.778607070446014,"",2,2,50,50,0,-1,-1,1,-1,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,100,91,100,100,-1,-2,1,-1,1,0,2,1,1,"I had trouble with both the audio and video",0,1,-1.81633281707764,3,3,0,100,50,-2,-2,0,-2,2,2,2,2,2,1,0,1,0,"Recycling",1,0,-0.153963521122932,0,"In Favor",NA,NA,NA,2,"No",0,51,"june20_2272","june20_188",0.778607070446014,0,0.0124140835211111,1.45949433938982,-0.139331608514929,3,2,1.53524954428284,-0.374804201368527,FALSE,-1.32008205024838
"67181",23190,68,"R","Caucasian",0,0,1,0,1,1,1,0,1,-2,-3,-1,-2,-2,-2,-2,-2,2,-3,0,9,0,26,50,-3,5,1,1,0,-1,-2.20154738426208,"",-1,-2,50,5,35,-2,-2,-2,-2,-2,-2,1,-2,-2,11,89,50,93,50,-1,-2,-2,-1,-2,-1,-2,-2,2,1,-3,-3,20,50,20,50,100,-2,-2,-2,2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,0.44642174243927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2,0,"Trans-Equality",1,0,1.34760010242462,1,"",NA,NA,NA,0,"No",1,22,"june20_2367","june20_1",-2.20154738426208,0,-2.40624702449801,-2.20418503402838,-2.21210685647757,-2.5,-1.5,-1.37406380726985,-1.30883732249572,FALSE,-0.358861383639428
"67186",13002,49,"D","African American",1,1,0,0,1,1,1,1,0,2,2,0,1,2,1,2,1,-2,1,100,85,84,46,90,-1,5,1,1,1,3,1.1563321352005,"",3,3,100,96,74,2,2,2,2,2,2,1,3,3,100,70,97,50,100,1,1,2,1,1,2,1,2,2,1,3,3,50,95,100,50,100,2,1,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,0.0744263604283333,3,3,100,97,50,2,2,2,2,2,2,2,2,2,1,0,2,0,"Trans-Equality",1,0,-0.27472722530365,1,"",7,5,8,0,"No",1,45,"june20_2497","june20_353",1.53062009811401,0,1.88922927234117,1.3342664383039,2.02898559628912,2,3,2.00227880901744,2.42729516201304,TRUE,0.891579657618014
"67200",60177,41,"D","African American",0,1,0,0,0,1,0,1,0,3,3,2,-2,-2,2,2,2,-2,3,100,100,100,0,100,-3,1,1,1,0,3,1.11627972126007,"",3,3,50,100,10,0,-2,2,0,0,0,1,3,3,50,1,100,80,100,0,-2,1,0,2,0,1,2,1,1,3,-3,100,10,100,50,50,2,2,2,-2,2,1,2,2,-2,"Yes, I could see and hear the ad",3,1,1.0150887966156,3,3,100,100,50,1,-2,1,0,2,1,1,2,1,1,0,3,0,"Recycling",1,0,0.57449197769165,0,"In Favor",NA,NA,NA,2,"No",1,40,"june20_2937","june20_210",1.11627972126007,0,0.934021523671076,2.03510476672724,0.728808893375661,3,3,-1.37406380726985,-0.426040256342039,FALSE,-0.429265901692024
"67203",17492,51,"D","Hispanic",1,0,0,1,0,1,0,1,0,0,2,-1,-1,2,0,-1,2,0,-3,71,49,50,50,93,0,4,1,1,1,2,-0.15980276465416,"",3,3,80,100,50,-2,-2,0,-2,2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,70,50,50,50,100,-2,-1,-1,-2,0,0,1,1,1,"I had trouble with both the audio and video",1,1,1.03971803188324,0,0,70,50,50,-2,-2,0,-1,0,2,0,0,-1,1,0,3,0,"Recycling",1,0,0.859759092330933,0,"Against",NA,NA,NA,2,"No",0,46,"june20_2973","june20_106",-0.15980276465416,0,0.330230440360908,0.187849053051359,-0.0849814865201455,1,3,1.06822027954824,-1.30883732249572,FALSE,-0.484698829913986
"67204",50882,24,"D","Hispanic",0,0,0,1,0,0,0,1,0,-3,0,0,-1,-2,0,0,0,1,-3,89,80,79,50,80,0,4,1,1,0,0,-0.328518003225327,"",0,2,50,51,34,0,-2,-1,0,0,0,1,0,1,50,50,71,61,67,-2,-2,0,-2,-1,0,-2,-1,0,1,0,0,50,50,50,50,77,0,0,-2,-2,0,0,0,0,0,"",0,1,0.594368696212769,0,0,91,50,50,0,-2,0,0,0,0,0,0,0,1,0,0,0,"Recycling",1,0,0.641580522060394,0,"Against",NA,NA,NA,2,"No",1,22,"june20_2996","june20_89",-0.328518003225327,0,-0.328981952292542,0.249313914205136,-0.270078137372471,-1.5,1,-0.907034542535251,-0.426040256342039,FALSE,-0.179140255904998
"67206",18877,47,"D","African American",1,1,0,0,1,1,1,1,0,-2,2,1,-1,0,1,0,0,0,1,100,50,50,5,100,0,5,1,1,1,3,-0.10318399220705,"",-1,2,100,97,100,-1,-1,1,-1,-1,-1,1,3,3,100,75,91,94,96,-1,-2,-2,-2,2,-1,-1,1,1,1,-1,1,100,50,85,88,96,-1,-1,-1,0,1,-1,-1,1,-1,"I had trouble with both the audio and video",2,1,0.397163391113281,1,1,99,85,50,-1,-1,-1,-1,1,-1,0,1,0,1,0,1,0,"Recycling",1,0,0.397998422384262,0,"Against",NA,NA,NA,1,"No",1,45,"june20_3069","june20_116",-0.10318399220705,0,-0.308725630317588,0.168221142251428,-0.150259139597412,0,0.5,0.0805928685064935,-0.374804201368527,FALSE,-0.316737573509471
"67207",68043,30,"R","Caucasian",1,0,1,0,0,1,0,0,1,-3,-3,1,-2,-2,-2,-2,-2,2,-3,0,25,0,50,38,-2,5,1,1,1,-2,-2.17484211921692,"",0,-1,0,49,50,-2,-2,-2,-1,0,0,1,0,-1,50,50,22,78,100,-2,-2,-2,-2,-2,-2,-2,0,-1,1,-3,-3,0,50,16,62,100,-2,0,-2,-2,-2,-2,-2,0,2,"Yes, I could see and hear the ad",-3,1,-1.18662202358246,-2,-2,0,26,30,-2,2,-2,-2,-2,-2,-2,-2,2,1,0,1,0,"Trans-Equality",1,0,2.63974499702454,1,"",0,0,5,0,"No",1,5,"june20_308","june20_2",-2.17484211921692,0,-1.01898946100025,-2.20418503402838,-0.69657234556879,-3,-0.5,-1.37406380726985,-1.30883732249572,TRUE,1.10512914910823
"67210",47681,23,"N","Hispanic",0,0,0,1,0,1,0,0,0,2,1,1,-1,-2,0,-2,0,1,0,85,50,45,50,90,0,1,1,1,0,1,-0.348216354846954,"",2,1,73,51,75,0,0,0,0,0,0,1,2,1,70,60,50,50,60,-1,0,-1,0,0,-1,0,1,-1,1,0,0,60,50,50,60,60,-1,0,-1,0,0,0,0,0,0,"Yes, I could see and hear the ad",-2,1,0.941115319728851,1,0,50,50,40,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,2,1,"Recycling",1,0,-0.686082780361176,0,"Against",NA,NA,NA,2,"No",0,49,"june20_3117","june20_302",0.469416409730911,1,-0.0778308371903756,-0.652849666073959,-0.0869731597089404,1.5,1.5,-0.907034542535251,0.559228919758662,FALSE,0.262478292778375
"67227",48298,56,"D","Caucasian",1,0,1,0,0,1,1,1,0,3,-2,1,0,0,0,0,0,0,0,50,50,50,50,50,0,1,1,1,1,2,-0.190189450979233,"",0,-1,50,50,50,0,-2,0,-1,-1,-1,1,2,0,50,50,50,50,81,0,0,0,0,0,0,0,0,0,1,0,0,50,50,50,79,100,-1,-1,-1,-1,0,0,0,-1,0,"Yes, I could see and hear the ad",-3,1,0.131566345691681,0,0,50,50,50,-1,0,-1,-1,0,0,-1,-1,0,1,0,2,0,"Recycling",1,0,0.407921373844147,0,"In Favor",NA,NA,NA,6,"Yes",0,9,"june20_3511","june20_102",-0.190189450979233,0,-1.05454366414306,-0.0845401336505679,-0.764586333477358,0.5,-0.5,0.547622133241092,-0.426040256342039,FALSE,-0.790964162256081
"67229",67247,25,"D","Hispanic",1,0,0,1,0,0,0,1,0,3,3,2,1,2,2,1,1,-1,3,100,100,100,100,100,0,1,1,1,0,2,1.37445378303528,"",3,3,50,96,100,0,-1,2,1,1,1,1,2,2,50,50,50,55,50,1,-1,1,-1,1,1,1,1,1,1,2,2,50,50,50,50,100,0,-1,0,0,1,1,1,1,0,"Yes, I could see and hear the ad",2,1,-1.68299579620361,0,0,50,50,50,0,0,0,0,0,0,0,0,0,1,1,2,1,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",9,9,9,24,"No",0,4,"june20_3616","june20_223",1.37445378303528,0,1.39674218607231,1.51584880610904,1.36054736329127,3,3,2.00227880901744,0.0665943317083116,TRUE,-0.271096991861054
"67230",911,19,"N","Hispanic",0,0,0,1,1,0,0,0,0,3,3,-1,2,-1,1,1,2,-2,2,20,80,80,80,80,2,0,1,1,0,0,1.20332014560699,"",3,3,80,79,80,2,0,1,1,1,2,1,3,3,81,50,80,30,80,2,0,2,2,1,2,2,1,0,1,3,3,50,12,80,50,80,1,0,2,1,2,2,2,1,2,"Yes, I could see and hear the ad",3,1,0.147329583764076,3,3,31,80,50,1,0,-1,0,1,1,2,1,2,1,1,3,1,"Trans-Equality",1,0,-0.998780727386475,1,"",10,10,10,10,"No",0,46,"june20_3618","june20_215",1.20332014560699,1,1.289422905992,1.29672507504546,1.24254326617763,3,3,0.987866957189418,1.44202598591234,TRUE,0.132208633038254
"67249",17788,48,"D","African American",1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,50,50,50,50,50,0,3,1,1,1,-1,-0.157498717308044,"",0,0,97,50,50,0,0,0,0,0,0,1,0,3,100,0,80,50,59,0,0,0,0,0,0,0,0,0,1,0,0,50,50,50,52,50,0,0,0,0,0,0,0,0,0,"",0,1,-0.682037174701691,0,0,50,50,50,0,0,0,0,0,0,0,0,0,1,0,0,0,"Recycling",1,0,-6.6307687118794e-10,0,"Against",NA,NA,NA,1,"No",1,22,"june20_4293","june20_107",-0.157498717308044,0,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.547622133241092,0.559228919758662,FALSE,-0.0407128255648618
"67254",36878,28,"D","African American",1,1,0,0,1,1,1,1,0,3,0,-1,1,1,0,1,1,-1,2,88,87,50,89,100,2,3,1,1,0,3,0.807904481887817,"",3,3,50,50,50,0,2,0,1,1,1,1,3,3,50,6,50,99,100,0,2,0,0,2,1,0,0,-1,1,3,3,99,1,100,100,50,0,1,1,-2,1,2,2,1,-2,"Yes, I could see and hear the ad",-3,1,1.34586727619171,3,3,50,100,50,-1,2,1,1,1,2,2,-1,-1,1,0,3,1,"Recycling",1,0,-0.846846044063568,0,"Against",NA,NA,NA,0,"No",1,44,"june20_439","june20_306",0.58725905418396,0,0.768476373377781,0.434715826967632,0.572290132518353,1.5,3,1.50846510349656,1.54449809585936,FALSE,0.195291917210097
"67255",31457,53,"D","African American",1,1,0,0,1,1,1,1,0,3,2,0,1,1,0,0,1,-1,-1,100,50,50,50,100,3,4,1,1,0,3,0.36661359667778,"",3,3,100,100,100,0,0,0,0,0,0,1,1,3,100,100,100,50,100,0,-2,-1,-1,0,-1,-1,2,-1,1,2,2,100,50,100,100,100,-1,-1,-1,-1,1,-1,-1,1,-2,"Yes, I could see and hear the ad",-3,1,0.231484562158585,1,3,100,100,99,-1,2,1,0,-1,1,1,-1,-1,1,0,3,1,"Recycling",1,0,-0.844203412532806,0,"In Favor",NA,NA,NA,0,"No",1,44,"june20_439","june20_306",0.58725905418396,0,0.648069585454154,0.179341582122808,0.3625989380486,2.5,3,1.50846510349656,0.559228919758662,FALSE,0.243533688045831
"67259",5448,58,"N","Hispanic",1,0,0,1,1,1,0,0,0,3,3,0,-2,0,0,0,0,0,0,100,62,0,74,65,-1,4,1,1,0,2,-0.289154052734375,"",3,3,100,100,90,1,-1,1,1,1,1,1,3,3,100,100,50,79,50,-2,-2,0,0,2,1,1,1,0,1,3,3,50,50,100,100,100,-2,-2,0,-2,2,2,2,2,-2,"",0,1,1.13396906852722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,"Recycling",1,1,-6.6307687118794e-10,1,"",10,10,10,10,"No",0,4,"june20_4472","june20_96",-0.289154052734375,1,1.28353264083147,-0.660150560987988,1.21414214870999,3,3,-0.386436396228105,0.50799286478515,FALSE,1.336677959536
